label,text
neither,Well Jenna's getting a yellow lab so I know where ill be whenever I'm home
offensive language,Well damn!! LMaooo.... &#171;@IGiveEmNathan It was the dyke in that picture she used to be a girl once up on a time&#187;
offensive language,Well dayum RT @Tristine214: I seen you bitches knocking censor tags off your clothes on your patio with hammers http://t.co/tWE3VY0Bk5
offensive language,Well done? What a coon.
hate speec,"Well gahdamn. RT @HuhWhatsACondom: Wooooow &#8220;@moesdeph: ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;"
neither,Well good morning early birds.. t minus 47 mins until thee clock out. Then breakfast shower rub one and sleep!
offensive language,Well guess I know a bunch of hoes then. GONE BRING YA #BaldPussy #HoeAss 2 ELEMENTS TONIGHT THO&#8230; http://t.co/4g85sn1AFx
offensive language,Well i feel like a bitch.. &#128530;
offensive language,Well isnt that a bitch 2 wildcards are going to the #WorldSeries
offensive language,"Well now that I'm basically gone full retard, lets get blasted"
offensive language,Well thank goodness I got other musicians that aren't bitches.. like @Tampa_Rick for example.
offensive language,Well they do now haha RT @laydeesweets: I just think these bitches are confused. Like i'm wife. #TheyAintKnow?! Lol @VivaLAJuicyy69
offensive language,Well your a little cunt !
offensive language,"Well, jhud is giving me 'bae just got home from work and Ima throw the pussy at him' http://t.co/2KBSxaMddg http://t.co/EsZjSuqYIQ"
offensive language,"Well,is he gonna take da bitch or naw?"
offensive language,Welp imma hoe again :/ RT @Gladvillian: She a hoe if she likes chocolate.
offensive language,"Welp! &#8220;@FemaIeStruggle Me: Baby I cooked

Bae: What's for dinner?

Me: That bitch you been texting http://t.co/pOxpYQ5Eiy"
offensive language,Wen yu see uh bad bitch n wanna holla say Ayyy
neither,Went to an open house today &amp; the place was trash. Ewww
offensive language,Went ya bitch house now she not a virgin anymore
offensive language,Westbrook you ball hogging bitch pass it to your fuckin teammates if you want to win
neither,Western Jihadi fanboys use of language: peppering sentences with Arabic words to sound knowledgeable - #Comical http://t.co/G2rca1XGh7
offensive language,Westside nicca!
offensive language,Wet bitches http://t.co/fm7UDyku
offensive language,"What America teaches people: if you bitch about something enough, you'll get what you want."
offensive language,What I hate about edm festivals is the people who bitch about the line up. #STFU
offensive language,What I look like ho? I look like YES and you look like NO! @NICKIMINAJ
offensive language,What a Dirty Girl! Haha &#58381;&#57423;&#58380;&#57607; #cat #pussy #pets http://t.co/7YaYdatE
offensive language,What a bitch.. #pshh
offensive language,What a dumb bitch
hate speec,What a fag
hate speec,What a fucking faggot
offensive language,What a fucking retard
offensive language,What a hoe lol
offensive language,"What a pussy so you can sub-tweet about me, then unfollow, but can't even reply and try to understand my point? Yeah and I'm the idiot."
offensive language,What a sniveling little cunt. I would be embarrassed for him but I cant stand the guy. @joederosacomedy @TheCumiaShow
neither,What a trash franchise. RT @ArashMarkazi: Fergie will sing the National Anthem at the Clippers season opener tomorrow.
hate speec,What a wetback looks like when he gets caught crossing the border. @Ilovebamf http://t.co/j3Uf1TYubO
offensive language,What a wifey would understand a hoe could never comprehend
neither,"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!"
neither,What barrel of trash doesn't smell as bad? RT @Jay_F5 Imagine Dragons or Nickelback?
hate speec,"What be the peckin order?
1 white Christian
2 colored
3 Porto Ricans 
4 Arab 
5 Jews 

I donts know. I be axin"
offensive language,What do you do when you the nigga thats currently cuffin a bitch dats getting exposed? &#128514;&#128553;&#128557;&#128514;&#128514;
neither,"What else come on on mondays im not finna watch that trash, ive destroyed enuf brain cells."
neither,What ever happened to the Teen Titans of my day and why must they mock me with this Teen Titans Go?
neither,What if I talked ghetto lol I'd be so annoyed of my self
offensive language,What if I was on my ass that mean she get half of my cash? Man that bitch can kiss my ass
offensive language,What is Twitter even for? Lmao This hoe wack af
neither,What is this the @Yankees are doing today? Using those wooden things and making it all the way around the bases? Weird.
offensive language,What is up my twitta niccas!
offensive language,What jealous hoe made this? http://t.co/95rdO7RHvq
offensive language,What kind of bitch ass throw was that Alex. Fuck.
offensive language,What kind of person am I : the one that wears a beanie and does drugs and likes to fuck with bitches
offensive language,What kind of sorcery is this.... RT @OfficiallyIce: Nope RT @2charmss: Eat this pussy while im on my cycle &amp; call it Cherry Pie
offensive language,What mad cunt created masturbating? That dude needs a high 5...
offensive language,What made this niggah say that out his mouth
offensive language,What makes you lose your temper? &#8212; dumb ass bitches who talk shit but won't walk a mil in you own shoes http://t.co/1V4dpwHeUl
neither,What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized &amp; cursed brethren and say:
offensive language,What now bitch I've got you're girlfriend @owne1235 http://t.co/cydgooP9YZ
hate speec,"What ppl expect, august aslina is a nig from New Orleans"
offensive language,What restaurant drugs tests hahahaha that's fuckin trash
offensive language,What state got the best pussy? &#128064;
offensive language,What that bitch Tryna say
offensive language,What the FUCK? THO? REALLY? The Entire FUCKING #World #MEDIA is has gone #Obama #retarded not to know #medical #science PROTOCOLS? #wuh?
offensive language,What the fuck kind of redneck commercial was that???? #indycar
offensive language,What the hell are we doing with pussy rules that soldiers don't carry weapons 24/7 on base? They are trained. Liberal crap &amp; people die.
neither,What the monkey... http://t.co/h76rptL8Wq
offensive language,What these bitches want from a nicca .. &#128553;&#128553;
hate speec,"What these bitches want from a nigga?, like on some DMX shit"
offensive language,"What they taught us, man them bad bitches only want the ballers, the starters.. We hoopin now the hoes wanna guard us.."
offensive language,What time jamboree start Thursday. So I ca smile for the ugly hoes. &#128514;&#128128;
offensive language,What u don't do another hoe will
offensive language,What up fake ass hoe? I'm not gone fought you today. Gimme my nigga hand back
offensive language,What up twats? I mean twits... &#128522;
offensive language,What was that knob to get shit back in focus when it started getting fuzzy?
offensive language,What would yall do?.....I would act like one of them nd act like we lookin for the same bitch lmao http://t.co/7d0JeAmUvf
offensive language,What you doing bitch suck it don't bite it
offensive language,What you gonna do if she cheat ? Cry ? Fight for her ? No kick that bitch out and go straight to tootsies
offensive language,What you know about getting money low key .. Hanging with the street niccas fukn wit the OG's
offensive language,What you saying hoe?
offensive language,"What's a Queen without a King?

...A lonely ass bitch!"
neither,What's a trash party ?
offensive language,What's really funny bout this pic is I'm sure they believe them hoes is bad &#128514;&#128514;&#128514;&#128514; http://t.co/15R8WoqXHd
offensive language,What's retarded is that I actually love my job and have a really weird passion for it.
hate speec,What's so good about Prom? All I see is another faggot ass High School dance.
offensive language,What's that makeup called on your cheeks? I call it bitch spots lmao
offensive language,"What's this #picslip shit? If your posting a pic. IT'S NOT A SLIP!
Don't flatter yourself. *stupid ass bitches!"
offensive language,What's this bitch look like y'all &#8220;@pearlblueyes: add me on your stupid chapsnat::::pearlblueyes http://t.co/rASlFXof5d&#8221;
offensive language,What's this bitch retarded? GIVE ME BACK MY 16 DOLLARS &#8220;@AmandaBynes: Every time I meet somebody I assume I'll never meet them again&#8221;
hate speec,What's up faggots bet y'all thought you'd seen the last of me
offensive language,What's up with all these bitches in bed clothes...? Walking the streets like that shit is cute.
hate speec,What's worse than #Ebola ? The F-ing retards trying to make it a race issue. Al Sharpton has caused more American death than ebola.
offensive language,What's worse than jury duty is the confirmation you get while serving that the general public is retarded.
offensive language,Whatever I'm going to concert today!..I cant be a little bitch right now
offensive language,"Whatever happens, I won't let racism become a big trend again. I refuse. Over my fuckin dead body bitches, I'm mixed I can't be racist"
offensive language,Whats wrong w/ this marie hibben bitch..
offensive language,Whats wrong with this bitch
offensive language,When @Drake got your ex bitch &amp; the one you tryna move on w/ it's time to call &amp; give it a up
neither,When Charlie tries to walk into my room and it can't remember if I locked the door or not http://t.co/FrTigzzPQf
offensive language,"When Chief Keef said ""I aint done turning up bitch!"" http://t.co/bx2mXV2osO"
offensive language,When I be seein y&#8217;all runnin back and forf to woyke and shit I be thankin Jesus I is colored
offensive language,"When I be that pussy, I be calling you my Bitch."
offensive language,"When I call bitch, you come."
offensive language,"When I die
Throw a couple bad bitches in my casket"
offensive language,When I see a fine bitch I don't get excited
offensive language,When I step off in da club niggas give me daps and hugs hoes swinging dey eye ik one thing right they wanna fuck
offensive language,When I wanna nut an she wanna nut at the same time I'm Peyton Manning this bitch audible OMHA
offensive language,When I was 16 &amp; me my homies used to go to the mall to pull hoes. I'd be at home later that night like.... http://t.co/zq8UtPLYFK
offensive language,When I was in 6th grade it was a lil bitch at my school in 5th and she was pregnant like wtf I barely new what pussy looked like that young
offensive language,When I was in HS we had a dance team and then we had the steppers them hoes was ghetto as shit but they kept the pep rally hyped
offensive language,When I'm a relationship I'm erasing twitter cuz it's to many bitches that are accessible. I gotta the hormones of a 13 year old home alone
offensive language,When Jake was mad happy and hugged muscle faced Renee Russo at the end of 1 I was like yeah them bitches bout to win it all!!!
offensive language,"When Lil Wayne said ""why give a bitch your heart when she'd rather have a purse"" http://t.co/CKRzrWVFz0"
neither,When Robinson Cano left the Yankees they were selling his jersey for $25. When Aaron Hernandez went to jail they sold his for $10.
offensive language,When Stoni isn't doing his faggot gook speak he's actually funny
offensive language,When a bitch I don't like laugh at my joke http://t.co/9Veupu85Wj
offensive language,When a bitch all in ya mans face in public http://t.co/KXmi85GQP2
offensive language,When a chicks head is weak I just close my eyes and imagine me giving a bad bitch like Zoe Saldana back shots so I can get my nut off
offensive language,When a fat bitch want you and a skinny bitch can't cook nothin for you &#128514;&#128514;&#128514; these hoes ain't hungry &#128514;&#128514;
offensive language,When a girl asks me if I eat pussy... At first I don't even cause that's just a stupid question in itself
offensive language,"When a girl tried to argue with me whilst I was drunk, ""hes not done..."" ""you shut the fuck up bitch!"" im a nasty cunt whilst drunk #sarry"
offensive language,When a hoe go back to her roots
offensive language,When a hoe tryna get at you while ya girl is looking http://t.co/Ihlzw7njke
offensive language,When a niggah think he gon come in-between me and my bestf &#128514;&#128514;&#128514;&#128514; I'll fuck you and her up &#128514;&#128076;
hate speec,When a pussy nigga socks you and doesn't knock you out.
offensive language,When a real niggah want you
offensive language,When a super bad bitch walk past u and u can't help but stare http://t.co/64Iwjvx2xE
neither,"When all else fails, blast bare nips"
offensive language,"When bae dodges hoes cause he only want you &#128525;&#128553;

&#128514;&#128514; http://t.co/bLYYoLtP0k"
offensive language,When bae say she goin to the club with her girls I be outside that bitch at 2am like... http://t.co/yJowfMziKf
offensive language,When bitches I work with are on there period ...
offensive language,When bitches in the library start acting up http://t.co/x1qGfTkB4O
offensive language,"When bitches know they feeling stupid, they keep there sentences short."
offensive language,"When bitches say ""I want to cuddle."" It real is them speaking in code saying they want the D"
offensive language,When bitches you don't like talk to you at work. #workproblems #workflow #byebitch https://t.co/gqZuNhCVd3
neither,When did Miley turn ghetto?
offensive language,"When did gum get so soft, you sons of bitches."
neither,When did it become cool to ne stupid? This teabagger debate is slim on facts at best.
offensive language,When ever you dog hoes really bad you end up w/ a girlfriend ...
offensive language,When ex girl friends get fat. That's god saying hey man.. You're welcome lmfao &#128514;&#128557; big ole bitch
offensive language,"When girls say like ohh I'm so ugly, like bitch you ain't fishing for compliments you're like deep sea diving, fuck!"
offensive language,When guys are more sentimental than most girls like man up pussy &#128530;&#128583;&#128581;
offensive language,When guys throw stupid bitch fits its like whyyyyy? Grow some balls please. I have bigger balls than you.
offensive language,When her pussy doesn't taste like pineapples http://t.co/tWpg0XXwbB
offensive language,When her pussy stank RT @BasedGodTobi: When yo girl says she&#8217;s gonna let you hit tonight http://t.co/bF8BGCAoEI http://t.co/G4k2DZ4WsV
offensive language,When hoes be sayin they sexually frustrated or need some dick http://t.co/UaVDkZBAut
offensive language,When hoes think I got sucker nigga written across my forehead...
offensive language,When i bitch fuck my hologram doe
offensive language,When i die bitch fuck my hologram doe* there taylor
offensive language,When i die throw a couple bad bitches in my casket
offensive language,When i die throw a couple bad bitches in my casket..
offensive language,When i see a SUPER bad bitch and she happen to be from my city i just feel the need to shoot my shot.
offensive language,When it come to bitches.... niggas will get dirty
hate speec,"When it rains it's good ""go to the mall weather"" all the coons be at home"
offensive language,When it start raining bitches always wana get fucked bitch take a nap
offensive language,When it start thundering bitches be like I wana cuddle naw bitch you just wana excuse to suck a dick you and MiMi sit tf down in a corner
offensive language,When its hot i wear whatever lol shit if could come out this bitch in briefs i would
offensive language,When jake from State Farm keep calling yo bitch but yall got progressive http://t.co/dnb0q5phVk
offensive language,When lifes got ya down you just gotta get back up and pimp slap that hoe!!!!!
offensive language,When mfs tell you who you talk to and it ain't true..like no bitch!
offensive language,"When my friends are roastin my other friends and idk who to roast I'm just like wait ""who are your true nigs""&#128527;always da clan&#128111;&#128109;&#128129;"
offensive language,When my right hand get out niggas gon remember why we tru loyal pussy
offensive language,When my teacher says basic algebra I think of basic bitches&#128514;&#128514;
offensive language,"When nigga/bitch lose in a fight they favorite line is ""he/she only "" &#128514;"
offensive language,When niggas gimme their mixtape and it's trash #YEET #Fatality https://t.co/i3drCdIvN8
offensive language,When niggas say they like Latinas they don't mean you fat bitches that smell like fajitas
offensive language,"When niggas wanna cheat they start an argument with their girl... ""bitch i told you i hate ketchup on my hotdogs, fuck this im out"""
offensive language,When people igg my text they get aired out in my head all types of bitches an dickheads &#128514;
neither,"When people label their name on there ghetto nano&lt;&lt;&lt;&lt;&lt; 

@StephyRae7"
neither,"When people really think I'm Asian I get offended,
Even though I make fun of my gook self"
offensive language,"When people tailgate, then pass you up, and look lol I just wave like hi bitch yeah I see you do I care fuck no pass me up"
offensive language,When ratchet bitches find out the club ain't 10$ to get in https://t.co/GeJUIY1XG0
offensive language,When see u an oldhead rocking a Bruce Lee top with a durag on in the park randomly giving a group of street niggas a ghetto karate class
offensive language,When she wit me got yo bitch open
offensive language,When she's a straight up hoe but doesn't suck dick.
offensive language,"When somebody ask ""where da hoes at"" universal answer is ""shit u got em"""
offensive language,When that dyke almost came for me when i didn't send for her &lt;&lt;&lt;&lt;
offensive language,When the baddest bitch in school walk by http://t.co/5REizTQ2lS
offensive language,"When the bitch playes with your emotions, an won't let you date. That's the moment where i wanna kick her straight in the vagina."
offensive language,"When the day goes bad just tell yourself ""were the pussy at!"" &#128514;"
offensive language,When the ghost picks u up after u dive in the pussy http://t.co/vBD4zHJROF
offensive language,When the pussy stank @MariekieBarone &#128514;&#128514;&#128514;&#128514;&#128514; http://t.co/X5LIVg2b0q
offensive language,When the teachers aid trys acting like she's the teacher... bitch please
offensive language,"When they bitch about ""carbon emissions"" tell them to stop breathing because exhaling adds carbon dioxide to the atmosphere..."
offensive language,When things don't go my way I'm a total bitch.&#128129;
neither,When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;
offensive language,"When u hitting it from the back u gotta call her ""bitch"" they love that but don't u dare call em ""slut"""
offensive language,"When u see that bitch in 5 months like"" yea im having a boy ! "" bitch u was twerking on dicc on vday #weknow"
offensive language,When was a hoe ever supposed to be loyal. I mean it wouldnt make em a hoe they'd be another housewife
neither,When will Joe stop telling PBO how to do his job? You couldn't even keep a job in #teabagger Florida. #morningjoe
offensive language,When women are so proud that they don't like to cook &amp; clean bitch stop being lazy.. It's not cute
offensive language,When you ain't had pussy in a hot minute... http://t.co/tP05IA7JbX
offensive language,When you catch yo bitch sending nudes to another nigga...
neither,When you colored every day is Sunday
offensive language,"When you give somebody that ""bitch"" look"
offensive language,When you gotta boomin ass voice all you have to do is look at bitches and scream NOW. Den ya in da pussy
offensive language,"When you have everything they want &amp; you're doing everything they can't, bitches are going to talk shit. Don't let them stop your shine"
offensive language,When you hear ya homie with no hoes lying https://t.co/MpHQak2QEg
offensive language,When you know for a fact you got a woman who loves you other bitches don't even matter.
offensive language,"When you realize how curiosity is a bitch. An should of let the unknown stay, unknown. #CuriosityKilledMe"
offensive language,When you see @MARGIEFAYE about to fight a bitch .... http://t.co/KZoNqkfVtB
offensive language,When you see a fat bitch wearing leggings and a belly shirt http://t.co/mN4ZFw3P5G
offensive language,When you see kids being bad &amp; their parents just standing there &amp; you look @ em like bitch you ain't gon do somethin? http://t.co/1B822azXiQ
offensive language,When you tell a dark skin bitch to send you some sexy shit http://t.co/f5RUR3RkLU
offensive language,When you told ya Homie she was a hoe but he still wifed it &#8220;@Lurk_God: Caption this http://t.co/rgbqEsSSHA&#8221;
offensive language,When you're grinding with a bitch and she's knocking you over with the booty http://t.co/UAyeF5mb0p
offensive language,When your nigga passes you a hoe http://t.co/ItusP1WVoI
offensive language,When your side bitch won't leave http://t.co/Gw00BnBzQr
offensive language,Whenever I came to school fresh I took hella bathroom breaks just so the hoes could check me out &#128514;
neither,"Whenever I see a pic captioned
""Soft ghetto"" I log off for 25 minutes"
offensive language,Whenever you need your hoe protected on social media or anywhere in the world? Please contact @JPERZELL and he'll fight for that hoe.
offensive language,"Where Is VRSL, that nigger owes me 10 bucks"
offensive language,Where a prego bitch when I need one I have no milk an a whole box of cinnamon toast crunch man
offensive language,Where all the 2nd string bitches at?
offensive language,Where are all those whiny bitches when Kris left? How come Lulu ain't gettin shit?
offensive language,Where is @StephyRae7 ... I miss that bitch.
offensive language,Where my bitches at Mann
offensive language,Where tf this bitch in the pink from? &#128514; this hoe pointless
offensive language,"Where the bad bitches at? And by ""Bad Bitches"", I mean ""tacos""."
offensive language,Where the bad bitches? Huh? Where ya hiding? *Kanye voice*
offensive language,Where the fair and reasonable women at? Not these self righteous I deserve the world without working for it Cuz I got a pussy bitches.
offensive language,Where the girls at say happy birthday to me i need bitches on bitches like i got stacks on stacks
offensive language,Where the hoes at ? We looking for the hoes AYEEE
offensive language,Where the hoes at...
offensive language,Where this brolic bitch at ? Lol http://t.co/c0ooYDnq4M
offensive language,Where this hoe Benga at
neither,Where would me life be without God and @levimitchell.....seriously I'd probably be living In a trash can haha!&#128514;
offensive language,Where ya titties lil bitch?
offensive language,Where's all my bitches....where did they goooo?
offensive language,"Where's my money, bitch?"
neither,Where's the part where Fat Amy goes err wop wobn wefo? #thingspeoplesay @FatAmyPost
offensive language,Where's the pic of her standing again &#8220;@ArlisDoNotChill: This bitch looks like Voltorb http://t.co/7cWAtskJwC&#8221;
offensive language,Where's this bitches parents tho. Go home you thot.
neither,Which expendable player can we put in with the sole objective of breaking Beverley's jaw?
offensive language,Which mean you hoes too STUPID ion want it around me #youhavejustbeenBLOCKED &#128679;
offensive language,"Which one .. Corey or Cory.. Or both &#128514;&#128514;&#8220;@illmatic_kid: ""He's half retarded""&#8221;"
offensive language,Which one of you hoes then downloaded that JailMail app....
neither,"Whipped cream &#9829;,&#9829; #endlesslove"
neither,Whipped http://t.co/EFSVjPqrwq
neither,Whipped out some french in front of some babes at the post office. #winning
offensive language,White bitches be lovin da colored men
hate speec,White bus drivers are all white trash. #LosAngeles
neither,"White kids, black kids, yellow kids hell even purple kids, if you carry yourselves like Daniel #Geale you will go far. #GealeMundine2"
offensive language,White people always gave yellow ass teeth
offensive language,White trash bash &#128540;&#127867; http://t.co/wXVVTEM0Fc
hate speec,White trash have taken over every charity organization in the US.
hate speec,White trash okies don't count as real white people. To count as a white person you have to count a person. Okies aren't people.
offensive language,Who da fuck is yo? Idk nigguh
offensive language,Who doesn't want a bad bitch?
offensive language,Who ever did the beat on that Wayne by Chief that bitch a banger @ChiefKeef #FreeWop #FreeSlick
offensive language,Who fukn wit @Rocko4Real for real for real .. Dat nicca be riding!!
neither,"Who is John Hanson? A ""Black"" Man, A Moor, John Hanson
was the First President of the United States! George... http://t.co/rpSeqjD3"
offensive language,"Who is that pink hat guy, Cody? Caleb? Either way he is a over emotional bitch. #BB16"
neither,Who needs an alarm when you have the worlds most annoying bird outside your window?!??
neither,"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo"
offensive language,Who shot John lookin ass hoe
hate speec,Who takes mid from the best midlaner NA??? Fuckin solo Q fags.
offensive language,Who tf make an account of another bitch... Like you wanna be anotha bitch dat bad.. Lmfaooo fat ass hoes
offensive language,Who the fuck is this bitch with this cheap ass clown nose on my screen? Your tired ass commercial. I would never book u for a party
offensive language,Who the fuck made this cunt the authority on men?
offensive language,"Who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases, like that's just the thing to do wrong."
offensive language,"Who the fuck still plays flappy bird? &#128514;

&#8220;@loren_travis: Flappy bird feels like http://t.co/OQ3jnn7fwO&#8221;"
offensive language,Who the hell is gonna buy your shit when your dirty panties and trash are clearly in the background of the picture
offensive language,Who the hell taught you how to fuck bitch toot it up
offensive language,Who told this midget hoe to start stripping
neither,Who wanna play pin da tail on da colored man's butt?
offensive language,Who watches wrestling besides little kids and white trash?
neither,Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.
neither,Who'd have thought my redneck husband would claim the hipster glasses? http://t.co/Vv6MzpQ4ju
offensive language,Who's a thottie? Yous a thottie! Who's a thottie? Yous a thottie! Yes YOU BITCH! Womp womp. &#128514;&#128514;&#128514; Lord save these parched hoes
offensive language,Who's baby is dat who's da man dat did dat 2 u Gator's bitches best be using jimmys
offensive language,Who's got the baddest pussy on the planet
offensive language,Who's ready for nigger spam?
offensive language,"Whoever came up with that "" I don't have no ex's "" sayin must've been a hoe"
hate speec,Whoever had Mr. Ramlogan for UWI business law tho? Racist mudda cunt
offensive language,Whoever jumps in on a 1on1 is a bitch.
neither,Whoever made these brownies and cookies belongs in heaven
neither,Whoever mocks the poor insults his Maker; he who is glad at calamity will not go unpunished. http://t.co/P7zwAoXi4l
offensive language,Whole time your bitch on the phone moaning in me and my bitch ear though..
neither,"Whoo? A new attraction in Virginia City, birds of prey. Meet this owl famous for his role in Harry Potter. http://t.co/1NFSh5sCcR"
neither,Whoooooaaa no chill savage &#8220;@CantBeLocal: Here monkey monkey http://t.co/wmZ8s3j6iG&#8221;
neither,Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden
offensive language,Whops @_JAMAICAJONES yardie. Go smoke a blunt and tell a nigga to come through. You are stressed
offensive language,Whos pussy is it she said richie's
offensive language,Why 2 dudes would wanna fuck the same bitch at the same time is far beyond me.
neither,Why Jon hates birds. http://t.co/VwXlbmJ7fY
neither,Why McDonald's breakfast good but the lunch trash
offensive language,Why all the bitches fake gay now?
offensive language,Why am I being such a bitch today? #lol
offensive language,Why are #teabaggers so interested in saving people who are Muslim? Does Syria have oil? #morningjoe
offensive language,"Why are nudes called nudes? I would rather be like "" hey girl send me the tits and ass hoe """
neither,Why are people saying don't let guys treat you like a yellow starburst? That's my favorite.
hate speec,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.
offensive language,Why are there so many hoes?
offensive language,Why are you the only thick character in the game? Why I gotta play a skinny bitch? @KimKardashian
offensive language,"Why beg for nudes when you could fuck that bitch and make a video. Staring yourself and you get some booty, win win."
offensive language,Why bitches act like I CAN'T READ or like words don't have a meaning.
offensive language,Why bitches get so hype an mad when u asked if they suck dick like yes or no telly tubby
offensive language,"Why bitches quick to have a nigga baby, then be suprised when she taking care of it by herself?"
offensive language,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen
neither,Why can't I have colored eyes like my siblings &#128557;&#128557;
offensive language,Why can't there be bomb single bitches available on tap?
offensive language,Why can't you be humble like your moms and not hoes
offensive language,Why did you release my nudes you cunt...? @sickgirl12345 http://t.co/Nn4OdiZR8l
offensive language,Why do I have the worst BM in the world smh this bitch the devil !
offensive language,Why do I play these scary PC games? Cuz im not a pussy and i like being scared shitless
offensive language,Why do bitches come to school wearing stripper heels to school &#128563;&#128530; makes no sense!! &#128096;&#128581;
offensive language,Why do bitches put fuck a bio in they bio?... technically u still wrote a bio.
neither,Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!
offensive language,"Why do people bring their children to the salon, this Mexican bitch needs her animals on a leash for real."
offensive language,"Why do people use the eggplant Emoji in reference to a dick? If your dick is purple with a green top, see a doctor bruh."
hate speec,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.
offensive language,Why do some girls feel the need to be bitches for no reason at all
offensive language,"Why do some scandalous niggas and hoes hate on a happy relationship? Just let them be happy together, fuck"
offensive language,Why do the#teabaggers like this bald asshole complain about how long a bill is? Should we just draw you morons pictures. #morningjoe
neither,Why do visiting teams WHINE about right field as if it is longer for their batters. #Yankees #YankeeStadium
offensive language,Why do yall bitches act so childish
offensive language,Why does @Drake like Serena Williams? She looks like a tranny
neither,"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe"
offensive language,Why does this bitch on the olympics have a giant band aid on that looks like MIA designed it for american apparel?
hate speec,"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on"
offensive language,"Why don't you text your own mom, dumb bitch."
offensive language,Why everybody so hype to see these famous people naked y'all hoes just alike they just got money &#128557;
offensive language,Why everybody talking about Rihanna nudes like she super cold naked? Just cuz she famous huh? That hoe built like a bubble gum swirl!!
offensive language,Why give a bitch an inch when she rather have 9 &#128520;
offensive language,Why give a bitch ur heart when she'd rather have a purse. Why give a bitch an inch when she'd rather have 9. These hoes aint loyal #lilwayne
offensive language,Why he try say alexi stole Jo bitch lmao
offensive language,"Why hella bitches act like they got everything they have on they own, like no bitch you had some form of assistance"
offensive language,Why is @red_is_raw such a bitch? I mean who gets mild salsa? His father should be ashamed...
offensive language,Why is Baltimore so damn ghetto &#128514;
neither,Why is all these artist and new ones making so much trash?
offensive language,Why is it always the fat bitches talking shit?
offensive language,Why is it everytime I go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with 2 teeth
neither,Why is my mother bothering me about the trash? It's my day off leave me alone and stop nagging
offensive language,Why is my phone being a fucking bitch
offensive language,Why is that most of the niggas/bitches I use to fw like to sub me ? &#128514;&#128557;
offensive language,Why is this bitch throwing condoms? Lmao
offensive language,Why isn't Rogers in the game? What a pussy! No heart. Not tough. Where's the out cry? Oh he's really hurt? No excuse. Cutler's tougher...
offensive language,Why niccas be hating tho lol .. Let me live homie
neither,"Why no boycott of racist ""redskins""?
#Redskins
#ChangeTheName
#ChangeTheMascot"
offensive language,Why tf are girls still virgins ????????? We only got 2 months to live bitch you better throw that ass back
offensive language,Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost
offensive language,Why the fuck are the @Yankees throwing batting practice tonight? Holy shit...
offensive language,Why the fuck is this bitch calling me for
offensive language,"Why the most Ratchet bitches be talkin shit? Y'all got nothing better to do but talk shit, pick up the liq, and hop on a dick."
offensive language,Why the wifey type girls single and the hoes being cuffed though?
offensive language,Why these bitches be gettin instagrams just to post pictures of other bitches?? i dont get it
offensive language,Why these hoes always tryna be Bitches? Don't they know that hoes can't be bitches.. cause they hoes! @yuckhalin
offensive language,Why these thirsty bitches trying to hit me up slide out of my kik lmfaoo &#128514;
offensive language,Why was Jorge Zimmerman arrested? Do prosecutors have a witness that saw Zimmy attack TrayTray? Are they afraid of the hoodie pussies?
neither,Why won't we run the ball? Our offensive coordinator is retarded
offensive language,Why would I be mad at a bitch who couldn't pass the 10th grade &#128128; I'll wait
offensive language,Why would I fuck a bitch that can't fuck? Jus like u hoes don't want want a nigga wit a clit ticckler
offensive language,Why would you date an ugly girl who is also a huge bitch?
neither,Why would you think Common is trash? Tf
offensive language,Why yall bitches be havin stretch marks on yall upper ass &#128514;&#128557;&#128557;
offensive language,"Why yes, functioning tho RT @blaaksuedepumps: Are you retarded?"
offensive language,"Why you Worried bout a bitch, weed, clothes,sex, game system, parties,chillin , but no job"
offensive language,Why you fuckin wit a niggah if you aint fuckin wit a real niggah
offensive language,Why you gotta be such a hoe smh I ain't captain save a hoe !!
offensive language,Why you let these hoes tear what we had apart you shud be beware beware
offensive language,Why you let these hoes tear what we had right apart
offensive language,Why you shouldn't eat pussy unless you love her http://t.co/BkpLT6D9ax
offensive language,Why you stressin bout a bitch .
offensive language,Why you talking to hoes about bro nem?! &#128548;
hate speec,Why you think all these niggas end up with all these kids? Fucking ugly bitches
